task,model,learning_rate,bucket,accuracy,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,ne,train_steps_k,layer_order
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.9175,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.3645,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.0,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.0,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,4,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,0-24,0.9985,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,25-49,0.7025,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,50-74,0.06,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,75-99,0.0,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,100-124,0.0,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,0-24,0.9075,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,25-49,0.61,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.0625,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.003,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.0005,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0005,lm,4,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,25-49,0.984,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,50-74,0.8925,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,75-99,0.7965,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,100-124,0.685,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,125-149,0.625,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.966,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.87,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.77,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.615,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.543,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9865,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9265,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,75-99,0.8815,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,100-124,0.776,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,125-149,0.664,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.974,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8005,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.6345,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.464,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.376,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,25-49,0.984,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,50-74,0.8925,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,75-99,0.7965,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,100-124,0.685,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,125-149,0.625,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.966,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.87,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.77,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.615,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.543,lm,4,4,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9865,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9265,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,75-99,0.8815,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,100-124,0.776,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,125-149,0.664,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.974,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8005,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.6345,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.464,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.376,lm,4,4,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,25-49,0.976,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,50-74,0.795,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,75-99,0.447,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,100-124,0.387,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,125-149,0.341,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.708,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.2025,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,0-24,0.931,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,25-49,0.5685,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,50-74,0.1555,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,75-99,0.0175,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,100-124,0.0005,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,0-24,0.856,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,25-49,0.5165,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.077,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.0295,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.028,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0115,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,25-49,0.9335,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,50-74,0.556,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,75-99,0.2455,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,100-124,0.131,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.001lr,0.001,125-149,0.0715,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.708,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.2025,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,2,2,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,0-24,0.931,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,25-49,0.5685,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,50-74,0.1555,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,75-99,0.0175,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,100-124,0.0005,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,0-24,0.856,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,25-49,0.5165,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.077,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.0295,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.028,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0115,lm,2,2,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,25-49,0.985,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,50-74,0.923,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,75-99,0.867,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,100-124,0.859,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,125-149,0.874,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.9685,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.88,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.7515,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.7935,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.8005,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9815,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9475,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,75-99,0.894,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,100-124,0.8765,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,125-149,0.8935,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.98,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8665,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.655,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.5535,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.4025,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,25-49,0.985,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,50-74,0.923,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,75-99,0.867,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,100-124,0.859,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.001lr,0.001,125-149,0.874,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.9685,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.88,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.7515,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.7935,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.8005,lm,2,2,256,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9815,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9475,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,75-99,0.894,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,100-124,0.8765,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,125-149,0.8935,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.98,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8665,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.655,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.5535,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l2h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.4025,lm,2,2,256,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,0-24,0.904,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,25-49,0.561,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,50-74,0.019,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,75-99,0.0,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,100-124,0.0,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.686,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.485,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.3925,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.3035,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.2185,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.1455,lm,2,4,64,-,1,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.001lr,0.001,0-24,0.9315,lm,2,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.001lr,0.001,25-49,0.61,lm,2,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.001lr,0.001,50-74,0.4485,lm,2,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.001lr,0.001,75-99,0.3855,lm,2,4,64,-,2,-,True,True,-,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.001lr,0.001,100-124,0.206,lm,2,4,64,-,2,-,True,True,-,30,-
