task,model,learning_rate,bucket,accuracy,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,ne,train_steps_k,layer_order
unique_copy,lm0.0reg4l2h16d2mlppelnstp30k0.001lr,0.001,50-99,0.051,lm,4,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h16d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,50-99,0.128,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,50-99,0.9835,lm,4,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,100-149,0.6025,lm,4,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h16d2mlppelnstp30k0.001lr,0.001,0-49,0.0445,lm,2,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h16d2mlppelnstp30k0.001lr,0.001,50-99,0.0,lm,2,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h16d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,2,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h64d2mlppelnstp30k0.001lr,0.001,0-49,0.9995,lm,2,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h64d2mlppelnstp30k0.001lr,0.001,50-99,0.999,lm,2,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h64d2mlppelnstp30k0.001lr,0.001,100-149,0.56,lm,2,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h256d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,2,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h256d2mlppelnstp30k0.001lr,0.001,50-99,0.9905,lm,2,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l1h256d2mlppelnstp30k0.001lr,0.001,100-149,0.452,lm,2,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h16d2mlppelnstp30k0.001lr,0.001,0-49,0.0445,lm,2,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h16d2mlppelnstp30k0.001lr,0.001,50-99,0.0,lm,2,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h16d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,2,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,2,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,50-99,0.9995,lm,2,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h64d2mlppelnstp30k0.001lr,0.001,100-149,0.8655,lm,2,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,0-49,0.9995,lm,2,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,50-99,0.9805,lm,2,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg2l2h256d2mlppelnstp30k0.001lr,0.001,100-149,0.593,lm,2,2,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h16d2mlppelnstp30k0.001lr,0.001,0-49,0.064,lm,4,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h16d2mlppelnstp30k0.001lr,0.001,50-99,0.0,lm,4,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h16d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,1,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h64d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h64d2mlppelnstp30k0.001lr,0.001,50-99,0.0795,lm,4,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h64d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,1,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h256d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h256d2mlppelnstp30k0.001lr,0.001,50-99,0.9975,lm,4,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l1h256d2mlppelnstp30k0.001lr,0.001,100-149,0.947,lm,4,1,256,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h16d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h16d2mlppelnstp30k0.001lr,0.001,50-99,0.051,lm,4,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h16d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,2,16,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,0-49,1.0,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,50-99,0.128,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,100-149,0.0,lm,4,2,64,-,2,-,True,True,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,0-49,0.982,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,50-99,0.0855,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,50-99,0.386,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,100-149,0.009,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,0-49,0.2185,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,50-99,0.132,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,50-99,0.017,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,50-99,0.316,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,100-149,0.006,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,0-49,0.8035,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,50-99,0.1295,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0stp30k0.001lr,0.001,0-49,0.012,olmolm,1,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0.1stp30k0.001lr,0.001,0-49,0.007,olmolm,1,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l1h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0stp30k0.001lr,0.001,0-49,0.0445,olmolm,1,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0.1stp30k0.001lr,0.001,0-49,0.0575,olmolm,1,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l1h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0stp30k0.001lr,0.001,0-49,0.021,olmolm,1,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0.1stp30k0.001lr,0.001,0-49,0.018,olmolm,1,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0stp30k0.001lr,0.001,0-49,0.0415,olmolm,1,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0.1stp30k0.001lr,0.001,0-49,0.0515,olmolm,1,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l2h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0stp30k0.001lr,0.001,0-49,0.018,olmolm,1,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0.1stp30k0.001lr,0.001,0-49,0.019,olmolm,1,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0stp30k0.001lr,0.001,0-49,0.0595,olmolm,1,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0stp30k0.001lr,0.001,50-99,0.0,olmolm,1,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,1,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0.1stp30k0.001lr,0.001,0-49,0.0455,olmolm,1,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,1,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm1l4h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,1,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,0-49,0.018,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0.1stp30k0.001lr,0.001,0-49,0.021,olmolm,2,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,2,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,50-99,0.262,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.248,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.0025,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,0-49,0.0345,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0.1stp30k0.001lr,0.001,0-49,0.016,olmolm,2,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,2,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,50-99,0.235,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0.1stp30k0.001lr,0.001,50-99,0.281,olmolm,2,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l2h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0stp30k0.001lr,0.001,0-49,0.0265,olmolm,2,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0stp30k0.001lr,0.001,50-99,0.0,olmolm,2,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0.1stp30k0.001lr,0.001,0-49,0.03,olmolm,2,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,2,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,2,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0stp30k0.001lr,0.001,50-99,0.338,olmolm,2,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,2,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0.1stp30k0.001lr,0.001,50-99,0.686,olmolm,2,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l4h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,50-99,0.0365,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,1,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0.1stp30k0.001lr,0.001,0-49,0.9995,olmolm,4,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0.1stp30k0.001lr,0.001,50-99,0.0995,olmolm,4,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,4,1,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,50-99,0.508,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0stp30k0.001lr,0.001,100-149,0.1315,olmolm,4,1,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,4,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0.1stp30k0.001lr,0.001,50-99,0.506,olmolm,4,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l1h64d0.1stp30k0.001lr,0.001,100-149,0.0185,olmolm,4,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,50-99,0.0305,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,2,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,4,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0.1stp30k0.001lr,0.001,50-99,0.1625,olmolm,4,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,4,2,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,50-99,0.5065,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0stp30k0.001lr,0.001,100-149,0.002,olmolm,4,2,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,4,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0.1stp30k0.001lr,0.001,50-99,0.295,olmolm,4,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l2h64d0.1stp30k0.001lr,0.001,100-149,0.0195,olmolm,4,2,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0stp30k0.001lr,0.001,50-99,0.0345,olmolm,4,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,4,16,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0.1stp30k0.001lr,0.001,0-49,0.103,olmolm,4,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0.1stp30k0.001lr,0.001,50-99,0.0,olmolm,4,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h16d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,4,4,16,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0stp30k0.001lr,0.001,0-49,1.0,olmolm,4,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0stp30k0.001lr,0.001,50-99,0.29,olmolm,4,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0stp30k0.001lr,0.001,100-149,0.0,olmolm,4,4,64,0,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,4,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0.1stp30k0.001lr,0.001,50-99,0.667,olmolm,4,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm4l4h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,4,4,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.5835,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.069,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.5435,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.0505,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.362,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.003,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.261,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.426,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.493,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.014,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.3065,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.4925,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.004,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,50-99,0.374,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,100-149,0.004,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
unique_copy,olmolm2l1h64d0.1stp30k0.001lr,0.001,0-49,1.0,olmolm,2,1,64,0.1,-,-,-,-,-,30,-
