task,model,learning_rate,bucket,accuracy,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,train_steps_k,layer_order
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.0,lm,2,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.0,lm,2,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,2,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,2,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,25-49,0.9815,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,50-74,0.903,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,75-99,0.8575,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,100-124,0.8745,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.001lr,0.001,125-149,0.8865,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.9785,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.856,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.733,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.6885,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.5115,lm,2,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9575,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,50-74,0.866,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,75-99,0.842,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,100-124,0.8415,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.001lr,0.001,125-149,0.8395,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.9615,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8785,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.707,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.5755,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg2l4h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.127,lm,2,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,0-24,0.9695,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,25-49,0.677,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,50-74,0.1345,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,75-99,0.0,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,100-124,0.0,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.887,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.491,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.041,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.0225,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.0225,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.029,lm,4,2,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,0-24,0.94,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,25-49,0.582,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,50-74,0.1625,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,75-99,0.0485,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,100-124,0.028,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.001lr,0.001,125-149,0.02,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,0-24,0.8955,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,25-49,0.589,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.1565,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.0065,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,4,2,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,25-49,0.977,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,50-74,0.9175,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,75-99,0.887,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,100-124,0.8405,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.001lr,0.001,125-149,0.803,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.984,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.901,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.7655,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.6515,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.655,lm,4,2,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,25-49,0.981,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9175,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,75-99,0.873,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,100-124,0.8605,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.001lr,0.001,125-149,0.808,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.9705,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8525,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.7775,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.762,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l2h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.7525,lm,4,2,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,0-24,0.982,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,25-49,0.5125,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,50-74,0.0215,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,75-99,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,100-124,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,0-24,0.9175,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,25-49,0.3645,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,50-74,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,75-99,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,100-124,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d1mlppelnstp30k0.0001lr,0.0001,125-149,0.0,lm,4,4,64,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,0-24,0.9985,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,25-49,0.7025,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,50-74,0.06,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,75-99,0.0,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,100-124,0.0,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.001lr,0.001,125-149,0.0,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,0-24,0.9075,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,25-49,0.61,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,50-74,0.0625,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,75-99,0.003,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,100-124,0.0005,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h64d2mlppelnstp30k0.0001lr,0.0001,125-149,0.0005,lm,4,4,64,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,25-49,0.984,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,50-74,0.8925,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,75-99,0.7965,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,100-124,0.685,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.001lr,0.001,125-149,0.625,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,25-49,0.966,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,50-74,0.87,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,75-99,0.77,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,100-124,0.615,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d1mlppelnstp30k0.0001lr,0.0001,125-149,0.543,lm,4,4,256,-,1,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,0-24,1.0,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,25-49,0.9865,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,50-74,0.9265,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,75-99,0.8815,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,100-124,0.776,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.001lr,0.001,125-149,0.664,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,0-24,1.0,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,25-49,0.974,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,50-74,0.8005,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,75-99,0.6345,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,100-124,0.464,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,lm0.0reg4l4h256d2mlppelnstp30k0.0001lr,0.0001,125-149,0.376,lm,4,4,256,-,2,-,True,True,30,-
bin_majority_interleave,4l256d0dr,0.001,0-50,1.0,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,4l256d0dr,0.001,51-100,0.957,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,4l256d0dr,0.001,101-150,0.9235,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,4l256d0dr,0.0001,0-50,1.0,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,4l256d0dr,0.0001,51-100,0.911,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,4l256d0dr,0.0001,101-150,0.774,lm,4,-,256,0,-,-,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.001,0-50,1.0,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.001,51-100,0.817,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.001,101-150,0.7075,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.0001,0-50,0.999,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.0001,51-100,0.837,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l16d0dr,0.0001,101-150,0.798,ssm,1,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.001,0-50,1.0,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.001,51-100,0.8835,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.001,101-150,0.847,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.0001,0-50,0.9995,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.0001,51-100,0.882,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l64d0dr,0.0001,101-150,0.8265,ssm,1,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.001,0-50,1.0,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.001,51-100,0.861,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.001,101-150,0.812,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.0001,0-50,1.0,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.0001,51-100,0.854,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm1l256d0dr,0.0001,101-150,0.7795,ssm,1,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.001,0-50,1.0,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.001,51-100,0.8875,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.001,101-150,0.733,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.0001,0-50,1.0,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.0001,51-100,0.8935,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l16d0dr,0.0001,101-150,0.7135,ssm,2,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.001,0-50,1.0,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.001,51-100,0.893,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.001,101-150,0.76,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.0001,0-50,1.0,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.0001,51-100,0.9165,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l64d0dr,0.0001,101-150,0.7355,ssm,2,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.001,0-50,1.0,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.001,51-100,0.919,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.001,101-150,0.8275,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.0001,0-50,1.0,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.0001,51-100,0.821,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm2l256d0dr,0.0001,101-150,0.66,ssm,2,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.001,0-50,1.0,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.001,51-100,0.9015,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.001,101-150,0.7695,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.0001,0-50,1.0,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.0001,51-100,0.8495,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l16d0dr,0.0001,101-150,0.5905,ssm,4,-,16,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.001,0-50,1.0,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.001,51-100,0.936,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.001,101-150,0.8805,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.0001,0-50,1.0,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.0001,51-100,0.902,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l64d0dr,0.0001,101-150,0.7925,ssm,4,-,64,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.001,0-50,1.0,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.001,51-100,0.9345,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.001,101-150,0.853,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.0001,0-50,1.0,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.0001,51-100,0.911,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssm4l256d0dr,0.0001,101-150,0.774,ssm,4,-,256,0,-,s4,-,-,-,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,0-24,1.0,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,25-49,0.8885,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,50-74,0.718,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,75-99,0.662,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,100-124,0.6115,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,0-24,1.0,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,25-49,0.816,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,50-74,0.677,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,75-99,0.639,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,100-124,0.535,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr4mlplnstp30k0.001lr,0.001,0-24,1.0,ssm,4,-,16,0,4,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr4mlplnstp30k0.001lr,0.001,25-49,0.805,ssm,4,-,16,0,4,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr4mlplnstp30k0.001lr,0.001,50-74,0.48,ssm,4,-,16,0,4,s4,-,True,30,-
bin_majority_interleave,ssms44l16d0dr4mlplnstp30k0.001lr,0.001,75-99,0.3195,ssm,4,-,16,0,4,s4,-,True,30,-
