task,model,learning_rate,num_bins,bins,train_range,train_len_min,train_len_max,max_eval_len,source_file,source_line,bin1_range,bin1_acc,bin2_range,bin2_acc,bin3_range,bin3_acc,bin4_range,bin4_acc,bin5_range,bin5_acc,bin6_range,bin6_acc,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,ne,train_steps_k,layer_order,mkar_key_len,mkar_vocab_size,mqar_query_fraction_lower,mqar_query_fraction_upper,mqar_monoid,mqar_monoid_n,mqar_key_size,selective_copy_marker_vocab_size,selective_copy_misc_vocab_size
012_star_0_2_star,olmogdn1l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,1,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,2,0-49,0.006,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,3,0-49,0.0655,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,4,0-49,0.013,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,5,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,6,0-49,0.2655,50-99,0.016,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,7,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn1l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,8,0-49,0.181,50-99,0.008,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,9,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,10,0-49,0.261,50-99,0.018,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,11,0-49,0.5665,50-99,0.0295,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,12,0-49,0.1935,50-99,0.0105,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,13,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,14,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,15,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,16,0-49,0.2085,50-99,0.008,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,17,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,18,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,19,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,20,0-49,0.3145,50-99,0.005,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,21,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,22,0-49,0.8815,50-99,0.0475,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,23,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn4l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,012_star_0_2_star/summaryssm58099_form_lang.txt,24,0-49,0.9475,50-99,0.1195,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,012_star_0_2_star/summaryssm58186_form_lang.txt,1,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,012_star_0_2_star/summaryssm58186_form_lang.txt,2,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,012_star_0_2_star/summaryssm58186_form_lang.txt,3,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
012_star_0_2_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,012_star_0_2_star/summaryssm58186_form_lang.txt,4,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,1,0-49,1.0,50-99,0.12,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,2,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,3,0-49,1.0,50-99,0.16,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,4,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,5,0-49,1.0,50-99,0.36,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,6,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,7,0-49,1.0,50-99,0.44,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,8,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,9,0-49,1.0,50-99,0.28,100-149,0.04,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,10,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,11,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,12,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,13,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,14,0-49,1.0,50-99,0.12,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,15,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,16,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,17,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,18,0-49,1.0,50-99,0.12,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,19,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,20,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,21,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,22,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,23,0-49,1.0,50-99,0.28,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58141_form_lang.txt,24,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,1,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,2,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,3,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,4,0-49,1.0,50-99,0.28,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,5,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,6,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,7,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,8,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,9,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,10,0-49,1.0,50-99,0.64,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,11,0-49,1.0,50-99,0.64,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,12,0-49,1.0,50-99,0.72,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,13,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,14,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,15,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,16,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,17,0-49,1.0,50-99,0.04,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,18,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,19,0-49,1.0,50-99,0.16,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,20,0-49,1.0,50-99,0.08,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,21,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,22,0-49,1.0,50-99,0.32,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,23,0-49,1.0,50-99,0.2,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn4l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,aa_star/summaryssm58179_form_lang.txt,24,0-49,1.0,50-99,0.16,100-149,0.0,,,,,,,olmossm,4,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58184_form_lang.txt,1,2-100,0.8888888888888888,101-150,0.0,151-200,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58184_form_lang.txt,2,2-100,1.0,101-150,0.625,151-200,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58184_form_lang.txt,3,2-100,0.8888888888888888,101-150,0.0,151-200,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58184_form_lang.txt,4,2-100,0.3333333333333333,101-150,0.0,151-200,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58203_form_lang.txt,1,2-100,1.0,101-150,0.0,151-200,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0drnestp30k0.0001lr,0.0001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58203_form_lang.txt,2,2-100,0.0,101-150,0.0,151-200,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.001lr,0.001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58203_form_lang.txt,3,2-100,1.0,101-150,0.25,151-200,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
aa_star,olmogdn1l16d0.1drnestp30k0.0001lr,0.0001,3,2-100|101-150|151-200,2-100,2,100,200,aa_star/summaryssm58203_form_lang.txt,4,2-100,0.0,101-150,0.0,151-200,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
