task,model,learning_rate,num_bins,bins,train_range,train_len_min,train_len_max,max_eval_len,source_file,source_line,bin1_range,bin1_acc,bin2_range,bin2_acc,bin3_range,bin3_acc,bin4_range,bin4_acc,bin5_range,bin5_acc,bin6_range,bin6_acc,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,ne,train_steps_k,layer_order,mkar_key_len,mkar_vocab_size,mqar_query_fraction_lower,mqar_query_fraction_upper,mqar_monoid,mqar_monoid_n,mqar_key_size,selective_copy_marker_vocab_size,selective_copy_misc_vocab_size
ab_star_d_bc_star,olmogdn1l16d0.1drnestp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58204_form_lang.txt,4,2-50,0.3135,51-100,0.076,101-150,0.0155,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,olmogdn1l64d0drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58204_form_lang.txt,5,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,olmogdn1l64d0drnestp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58204_form_lang.txt,6,2-50,0.7865,51-100,0.02,101-150,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,olmogdn1l64d0.1drnestp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58204_form_lang.txt,7,2-50,0.9995,51-100,0.0885,101-150,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,olmogdn1l64d0.1drnestp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58204_form_lang.txt,8,2-50,0.886,51-100,0.387,101-150,0.0415,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l16d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,1,2-50,0.951,51-100,0.0685,101-150,0.0,,,,,,,ssm,1,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l16d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,2,2-50,0.087,51-100,0.0045,101-150,0.0,,,,,,,ssm,1,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l16d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,3,2-50,0.7505,51-100,0.0195,101-150,0.0,,,,,,,ssm,1,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l16d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,4,2-50,0.0,51-100,0.0,101-150,0.0,,,,,,,ssm,1,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l64d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,5,2-50,1.0,51-100,0.1155,101-150,0.0,,,,,,,ssm,1,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l64d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,6,2-50,0.6845,51-100,0.0175,101-150,0.0,,,,,,,ssm,1,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l64d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,7,2-50,0.997,51-100,0.1,101-150,0.0,,,,,,,ssm,1,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l64d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,8,2-50,0.437,51-100,0.0,101-150,0.0,,,,,,,ssm,1,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l256d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,9,2-50,1.0,51-100,0.0415,101-150,0.0,,,,,,,ssm,1,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l256d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,10,2-50,0.998,51-100,0.058,101-150,0.0,,,,,,,ssm,1,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l256d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,11,2-50,1.0,51-100,0.1025,101-150,0.0,,,,,,,ssm,1,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba1l256d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,12,2-50,0.995,51-100,0.058,101-150,0.0,,,,,,,ssm,1,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,13,2-50,1.0,51-100,0.045,101-150,0.0,,,,,,,ssm,2,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,14,2-50,0.4915,51-100,0.009,101-150,0.0,,,,,,,ssm,2,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,15,2-50,1.0,51-100,0.147,101-150,0.0,,,,,,,ssm,2,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,16,2-50,0.2145,51-100,0.001,101-150,0.0,,,,,,,ssm,2,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,17,2-50,1.0,51-100,0.09,101-150,0.0,,,,,,,ssm,2,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,18,2-50,1.0,51-100,0.083,101-150,0.0,,,,,,,ssm,2,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,19,2-50,0.7905,51-100,0.163,101-150,0.0,,,,,,,ssm,2,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,20,2-50,0.2335,51-100,0.033,101-150,0.0,,,,,,,ssm,2,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l256d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,21,2-50,1.0,51-100,0.045,101-150,0.0,,,,,,,ssm,2,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l256d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,22,2-50,1.0,51-100,0.0755,101-150,0.0,,,,,,,ssm,2,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l256d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,23,2-50,0.642,51-100,0.0485,101-150,0.0,,,,,,,ssm,2,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l256d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,24,2-50,0.255,51-100,0.0825,101-150,0.0,,,,,,,ssm,2,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,25,2-50,1.0,51-100,0.0655,101-150,0.0,,,,,,,ssm,4,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,26,2-50,0.368,51-100,0.005,101-150,0.0,,,,,,,ssm,4,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,27,2-50,0.828,51-100,0.1055,101-150,0.0,,,,,,,ssm,4,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,28,2-50,0.556,51-100,0.0185,101-150,0.0,,,,,,,ssm,4,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,29,2-50,1.0,51-100,0.0735,101-150,0.0,,,,,,,ssm,4,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,30,2-50,0.9985,51-100,0.0665,101-150,0.0,,,,,,,ssm,4,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,31,2-50,0.5975,51-100,0.141,101-150,0.0,,,,,,,ssm,4,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,32,2-50,0.591,51-100,0.1935,101-150,0.0,,,,,,,ssm,4,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l256d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,33,2-50,1.0,51-100,0.0635,101-150,0.0,,,,,,,ssm,4,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l256d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,34,2-50,1.0,51-100,0.103,101-150,0.0,,,,,,,ssm,4,-,256,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l256d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,35,2-50,1.0,51-100,0.071,101-150,0.0,,,,,,,ssm,4,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l256d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58206_form_lang.txt,36,2-50,0.946,51-100,0.262,101-150,0.0,,,,,,,ssm,4,-,256,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,1,2-50,1.0,51-100,0.0675,101-150,0.0,,,,,,,ssm,2,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,2,2-50,0.5065,51-100,0.021,101-150,0.0,,,,,,,ssm,2,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,3,2-50,0.9935,51-100,0.2875,101-150,0.0,,,,,,,ssm,2,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l16d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,4,2-50,0.1365,51-100,0.004,101-150,0.0,,,,,,,ssm,2,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,5,2-50,0.9995,51-100,0.085,101-150,0.0,,,,,,,ssm,2,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,6,2-50,1.0,51-100,0.1045,101-150,0.0,,,,,,,ssm,2,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,7,2-50,0.7985,51-100,0.1835,101-150,0.0,,,,,,,ssm,2,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba2l64d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,8,2-50,0.1855,51-100,0.027,101-150,0.0,,,,,,,ssm,2,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,9,2-50,1.0,51-100,0.053,101-150,0.0,,,,,,,ssm,4,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,10,2-50,0.5735,51-100,0.017,101-150,0.0,,,,,,,ssm,4,-,16,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,11,2-50,0.9805,51-100,0.1635,101-150,0.0,,,,,,,ssm,4,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l16d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,12,2-50,0.526,51-100,0.0215,101-150,0.0,,,,,,,ssm,4,-,16,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,13,2-50,1.0,51-100,0.1005,101-150,0.0,,,,,,,ssm,4,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,14,2-50,0.999,51-100,0.0935,101-150,0.0,,,,,,,ssm,4,-,64,0,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0.1dr1mlplnstp30k0.001lr,0.001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,15,2-50,0.4645,51-100,0.29,101-150,0.022,,,,,,,ssm,4,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
ab_star_d_bc_star,ssmmamba4l64d0.1dr1mlplnstp30k0.0001lr,0.0001,3,2-50|51-100|101-150,2-50,2,50,150,ab_star_d_bc_star/summaryssm58218_form_lang.txt,16,2-50,0.503,51-100,0.228,101-150,0.0015,,,,,,,ssm,4,-,64,0.1,1,mamba,-,True,-,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,1,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,2,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,3,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,4,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,5,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,6,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,7,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn1l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,8,0-49,1.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,1,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,9,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,10,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,11,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,12,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,13,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,14,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l64d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,15,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn2l64d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,16,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,2,-,64,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l16d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,17,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l16d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,18,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l16d0.1drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,19,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l16d0.1drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,20,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,16,0.1,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l64d0drnestp30k0.001lr,0.001,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,21,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
abab_star,olmogdn4l64d0drnestp30k0.0003lr,0.0003,3,0-49|50-99|100-149,0-49,0,49,149,abab_star/summaryssm58144_form_lang.txt,22,0-49,0.0,50-99,0.0,100-149,0.0,,,,,,,olmossm,4,-,64,0,-,gdn1,-,-,True,30,-,-,-,-,-,-,-,-,-,-
