task,model,learning_rate,bucket,accuracy,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,train_steps_k,layer_order
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,0-24,1.0,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,25-49,0.9925,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,50-74,0.9685,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,75-99,0.714,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,100-124,0.7145,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,0-24,1.0,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,25-49,0.9895,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,50-74,0.9795,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,75-99,0.906,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,100-124,0.7985,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l16d0dr2mlplnstp30k0.001lr,0.001,125-149,0.958,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority,ssms44l16d0dr2mlplnstp30k0.0001lr,0.0001,125-149,0.8515,ssm,4,-,16,0,2,s4,-,True,30,-
bin_majority,ssms44l16d0dr4mlplnstp30k0.001lr,0.001,125-149,0.3145,ssm,4,-,16,0,4,s4,-,True,30,-
bin_majority,ssms44l16d0dr4mlplnstp30k0.0001lr,0.0001,125-149,0.056,ssm,4,-,16,0,4,s4,-,True,30,-
bin_majority,ssms44l16d0.1dr2mlplnstp30k0.001lr,0.001,125-149,0.9785,ssm,4,-,16,0.1,2,s4,-,True,30,-
bin_majority,ssms44l16d0.1dr2mlplnstp30k0.0001lr,0.0001,125-149,0.9665,ssm,4,-,16,0.1,2,s4,-,True,30,-
bin_majority,ssms44l16d0.1dr4mlplnstp30k0.001lr,0.001,125-149,0.9655,ssm,4,-,16,0.1,4,s4,-,True,30,-
bin_majority,ssms44l16d0.1dr4mlplnstp30k0.0001lr,0.0001,125-149,0.6655,ssm,4,-,16,0.1,4,s4,-,True,30,-
bin_majority,ssms44l64d0dr2mlplnstp30k0.001lr,0.001,125-149,0.098,ssm,4,-,64,0,2,s4,-,True,30,-
bin_majority,ssms44l64d0dr2mlplnstp30k0.0001lr,0.0001,125-149,0.585,ssm,4,-,64,0,2,s4,-,True,30,-
bin_majority,ssms44l64d0dr4mlplnstp30k0.001lr,0.001,125-149,0.3305,ssm,4,-,64,0,4,s4,-,True,30,-
bin_majority,ssms44l64d0dr4mlplnstp30k0.0001lr,0.0001,125-149,0.4135,ssm,4,-,64,0,4,s4,-,True,30,-
bin_majority,ssms44l64d0.1dr2mlplnstp30k0.001lr,0.001,125-149,0.9735,ssm,4,-,64,0.1,2,s4,-,True,30,-
bin_majority,ssms44l64d0.1dr2mlplnstp30k0.0001lr,0.0001,125-149,0.3765,ssm,4,-,64,0.1,2,s4,-,True,30,-
bin_majority,ssms44l64d0.1dr4mlplnstp30k0.001lr,0.001,125-149,0.962,ssm,4,-,64,0.1,4,s4,-,True,30,-
bin_majority,ssms44l64d0.1dr4mlplnstp30k0.0001lr,0.0001,125-149,0.3515,ssm,4,-,64,0.1,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.001lr,0.001,125-149,0.985,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr2mlplnstp30k0.0001lr,0.0001,125-149,0.8615,ssm,4,-,256,0,2,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,0-24,1.0,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,25-49,0.98,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,50-74,0.96,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,75-99,0.9685,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,100-124,0.9525,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.001lr,0.001,125-149,0.9655,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,0-24,1.0,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,25-49,0.8245,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,50-74,0.654,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,75-99,0.67,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,100-124,0.6385,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0dr4mlplnstp30k0.0001lr,0.0001,125-149,0.682,ssm,4,-,256,0,4,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,0-24,1.0,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,25-49,0.9925,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,50-74,0.9825,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,75-99,0.984,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,100-124,0.973,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.001lr,0.001,125-149,0.9835,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,0-24,1.0,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,25-49,0.9925,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,50-74,0.985,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,75-99,0.9735,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,100-124,0.8225,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority,ssms44l256d0.1dr2mlplnstp30k0.0001lr,0.0001,125-149,0.7435,ssm,4,-,256,0.1,2,s4,-,True,30,-
bin_majority_interleave,hyb1l1h16d0dr,0.001,0-50,1.0,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0dr,0.001,51-100,0.91,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0dr,0.001,101-150,0.8385,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0dr,0.0001,0-50,0.9955,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0dr,0.0001,51-100,0.807,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0dr,0.0001,101-150,0.704,hyb,1,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.001,0-50,1.0,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.001,51-100,0.943,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.001,101-150,0.835,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.0001,0-50,0.977,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.0001,51-100,0.8135,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h16d0.1dr,0.0001,101-150,0.7445,hyb,1,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.001,0-50,1.0,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.001,51-100,0.8825,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.001,101-150,0.7715,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.0001,0-50,1.0,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.0001,51-100,0.8295,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0dr,0.0001,101-150,0.7035,hyb,1,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.001,0-50,1.0,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.001,51-100,0.929,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.001,101-150,0.8845,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.0001,0-50,0.9965,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.0001,51-100,0.918,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h64d0.1dr,0.0001,101-150,0.8815,hyb,1,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.001,0-50,1.0,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.001,51-100,0.8935,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.001,101-150,0.8155,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.0001,0-50,1.0,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.0001,51-100,0.8895,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0dr,0.0001,101-150,0.84,hyb,1,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.001,0-50,1.0,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.001,51-100,0.9105,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.001,101-150,0.8495,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.0001,0-50,1.0,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.0001,51-100,0.9155,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l1h256d0.1dr,0.0001,101-150,0.865,hyb,1,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.001,0-50,1.0,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.001,51-100,0.9095,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.001,101-150,0.849,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.0001,0-50,0.9995,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.0001,51-100,0.836,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0dr,0.0001,101-150,0.69,hyb,1,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.001,0-50,1.0,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.001,51-100,0.928,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.001,101-150,0.7585,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.0001,0-50,0.9875,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.0001,51-100,0.882,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h16d0.1dr,0.0001,101-150,0.85,hyb,1,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.001,0-50,1.0,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.001,51-100,0.8765,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.001,101-150,0.8205,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.0001,0-50,1.0,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.0001,51-100,0.7425,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0dr,0.0001,101-150,0.351,hyb,1,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.001,0-50,1.0,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.001,51-100,0.9145,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.001,101-150,0.824,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.0001,0-50,0.995,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.0001,51-100,0.9185,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h64d0.1dr,0.0001,101-150,0.8705,hyb,1,2,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.001,0-50,1.0,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.001,51-100,0.894,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.001,101-150,0.8285,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.0001,0-50,1.0,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.0001,51-100,0.859,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0dr,0.0001,101-150,0.729,hyb,1,2,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.001,0-50,1.0,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.001,51-100,0.9545,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.001,101-150,0.915,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.0001,0-50,1.0,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.0001,51-100,0.921,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l2h256d0.1dr,0.0001,101-150,0.885,hyb,1,2,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.001,0-50,1.0,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.001,51-100,0.853,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.001,101-150,0.7205,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.0001,0-50,0.9955,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.0001,51-100,0.879,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0dr,0.0001,101-150,0.802,hyb,1,4,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.001,0-50,1.0,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.001,51-100,0.923,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.001,101-150,0.7315,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.0001,0-50,0.9885,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.0001,51-100,0.812,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h16d0.1dr,0.0001,101-150,0.715,hyb,1,4,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.001,0-50,1.0,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.001,51-100,0.8495,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.001,101-150,0.71,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.0001,0-50,1.0,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.0001,51-100,0.887,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0dr,0.0001,101-150,0.8365,hyb,1,4,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.001,0-50,1.0,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.001,51-100,0.9115,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.001,101-150,0.831,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.0001,0-50,0.999,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.0001,51-100,0.9045,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h64d0.1dr,0.0001,101-150,0.836,hyb,1,4,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.001,0-50,1.0,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.001,51-100,0.886,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.001,101-150,0.7715,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.0001,0-50,1.0,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.0001,51-100,0.8545,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0dr,0.0001,101-150,0.7465,hyb,1,4,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.001,0-50,1.0,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.001,51-100,0.9945,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.001,101-150,0.9705,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.0001,0-50,1.0,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.0001,51-100,0.908,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb1l4h256d0.1dr,0.0001,101-150,0.875,hyb,1,4,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.001,0-50,1.0,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.001,51-100,0.9095,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.001,101-150,0.8645,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.0001,0-50,1.0,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.0001,51-100,0.8885,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0dr,0.0001,101-150,0.7355,hyb,2,1,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.001,0-50,1.0,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.001,51-100,0.9595,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.001,101-150,0.8955,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.0001,0-50,0.998,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.0001,51-100,0.932,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h16d0.1dr,0.0001,101-150,0.8445,hyb,2,1,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.001,0-50,1.0,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.001,51-100,0.9325,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.001,101-150,0.8905,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.0001,0-50,1.0,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.0001,51-100,0.8565,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0dr,0.0001,101-150,0.75,hyb,2,1,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.001,0-50,1.0,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.001,51-100,0.974,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.001,101-150,0.9225,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.0001,0-50,1.0,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.0001,51-100,0.9525,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h64d0.1dr,0.0001,101-150,0.874,hyb,2,1,64,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.001,0-50,1.0,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.001,51-100,0.9465,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.001,101-150,0.8925,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.0001,0-50,1.0,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.0001,51-100,0.905,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0dr,0.0001,101-150,0.8385,hyb,2,1,256,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.001,0-50,1.0,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.001,51-100,0.9925,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.001,101-150,0.9695,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.0001,0-50,1.0,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.0001,51-100,0.9905,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l1h256d0.1dr,0.0001,101-150,0.9335,hyb,2,1,256,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.001,0-50,1.0,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.001,51-100,0.74,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.001,101-150,0.5855,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.0001,0-50,1.0,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.0001,51-100,0.8865,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0dr,0.0001,101-150,0.817,hyb,2,2,16,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.001,0-50,1.0,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.001,51-100,0.9865,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.001,101-150,0.9665,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.0001,0-50,0.999,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.0001,51-100,0.909,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h16d0.1dr,0.0001,101-150,0.768,hyb,2,2,16,0.1,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.001,0-50,1.0,hyb,2,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.001,51-100,0.9995,hyb,2,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.001,101-150,0.9965,hyb,2,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.0001,0-50,1.0,hyb,2,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.0001,51-100,0.864,hyb,2,2,64,0,-,s4,-,-,-,-
bin_majority_interleave,hyb2l2h64d0dr,0.0001,101-150,0.765,hyb,2,2,64,0,-,s4,-,-,-,-
